"Label (Grouping)","Total:","Total:!!Under .50","Total:!!.50 to .99"
"    Estimate","24,224","566","497"
"Everett city, Massachusetts","","",""
"    Estimate","46,324","1,228","5,151"
"Fall River city, Massachusetts","","",""
"    Estimate","88,355","13,381","8,253"
"Fitchburg city, Massachusetts","","",""
"    Estimate","38,606","805","4,692"
"Framingham city, Massachusetts","","",""
"    Estimate","70,812","1,589","4,165"
"Franklin Town city, Massachusetts","","",""
"    Estimate","32,982","542","471"
"Gardner city, Massachusetts","","",""
"    Estimate","18,637","1,130","1,817"
"Gloucester city, Massachusetts","","",""
"    Estimate","30,220","1,746","1,306"
"Haverhill city, Massachusetts","","",""
"    Estimate","63,227","3,800","1,772"
"Holyoke city, Massachusetts","","",""
"    Estimate","39,051","3,858","3,004"
"Lawrence city, Massachusetts","","",""
"    Estimate","78,221","3,511","9,636"
"Leominster city, Massachusetts","","",""
"    Estimate","41,378","2,094","3,332"
"Lexington CDP, Massachusetts","","",""
"    Estimate","32,908","368","368"
"Lowell city, Massachusetts","","",""
"    Estimate","106,341","6,662","8,172"
"Lynn city, Massachusetts","","",""
"    Estimate","93,076","6,928","7,917"
"Malden city, Massachusetts","","",""
"    Estimate","60,380","3,034","4,618"
"Marblehead CDP, Massachusetts","","",""
"    Estimate","","",""
"Marlborough city, Massachusetts","","",""
"    Estimate","39,146","574","732"
"Medford city, Massachusetts","","",""
"    Estimate","55,123","3,226","3,744"
"Melrose city, Massachusetts","","",""
"    Estimate","27,740","550","193"
"Methuen Town city, Massachusetts","","",""
"    Estimate","50,328","805","3,541"
"Milford CDP, Massachusetts","","",""
"    Estimate","27,186","1,314","2,958"
"Milton CDP, Massachusetts","","",""
"    Estimate","25,775","779","285"
"Needham CDP, Massachusetts","","",""
"    Estimate","","",""
"New Bedford city, Massachusetts","","",""
"    Estimate","93,941","9,179","9,797"
"Newburyport city, Massachusetts","","",""
"    Estimate","","",""
"Newton city, Massachusetts","","",""
"    Estimate","81,046","3,154","1,380"
"Northampton city, Massachusetts","","",""
"    Estimate","24,634","1,140","1,851"
"Norwood CDP, Massachusetts","","",""
"    Estimate","29,329","932","733"
"Peabody city, Massachusetts","","",""
"    Estimate","52,683","728","2,030"
"Pittsfield city, Massachusetts","","",""
"    Estimate","41,375","1,148","3,271"
"Quincy city, Massachusetts","","",""
"    Estimate","93,475","3,481","6,457"
"Randolph Town city, Massachusetts","","",""
"    Estimate","33,987","558","1,152"
"Reading CDP, Massachusetts","","",""
"    Estimate","25,253","88","404"
"Revere city, Massachusetts","","",""
"    Estimate","52,081","2,760","4,440"
"Salem city, Massachusetts","","",""
"    Estimate","41,703","1,232","3,864"
"Saugus CDP, Massachusetts","","",""
"    Estimate","27,860","721","1,178"
"Somerville city, Massachusetts","","",""
"    Estimate","78,352","5,526","3,182"
"Springfield city, Massachusetts","","",""
"    Estimate","148,329","15,624","18,229"
"Stoneham CDP, Massachusetts","","",""
"    Estimate","","",""
"Taunton city, Massachusetts","","",""
"    Estimate","56,756","3,448","3,765"
"Wakefield CDP, Massachusetts","","",""
"    Estimate","26,680","859","329"
"Waltham city, Massachusetts","","",""
"    Estimate","55,261","2,591","2,810"
"Watertown Town city, Massachusetts","","",""
"    Estimate","35,923","1,794","960"
"Wellesley CDP, Massachusetts","","",""
"    Estimate","23,864","519","407"
"Westfield city, Massachusetts","","",""
"    Estimate","38,082","673","3,161"
"West Springfield Town city, Massachusetts","","",""
"    Estimate","28,300","571","2,452"
"Weymouth Town city, Massachusetts","","",""
"    Estimate","57,189","2,414","1,743"
"Wilmington CDP, Massachusetts","","",""
"    Estimate","","",""
"Winchester CDP, Massachusetts","","",""
"    Estimate","23,108","350","450"
"Woburn city, Massachusetts","","",""
"    Estimate","39,778","2,105","1,498"
"Worcester city, Massachusetts","","",""
"    Estimate","171,710","14,959","14,360"
"Adrian city, Michigan","","",""
"    Estimate","17,848","2,134","3,468"
"Allendale CDP, Michigan","","",""
"    Estimate","18,475","2,095","1,691"
"Allen Park city, Michigan","","",""
"    Estimate","26,724","953","800"
"Ann Arbor city, Michigan","","",""
"    Estimate","106,639","14,903","6,859"
"Auburn Hills city, Michigan","","",""
"    Estimate","23,395","1,534","1,431"
"Battle Creek city, Michigan","","",""
"    Estimate","49,935","2,974","7,307"
"Bay City city, Michigan","","",""
"    Estimate","32,477","4,077","3,374"
"Birmingham city, Michigan","","",""
"    Estimate","21,945","317","193"
"Burton city, Michigan","","",""
"    Estimate","27,752","1,573","2,904"
"Dearborn city, Michigan","","",""
"    Estimate","93,560","11,062","12,983"
"Dearborn Heights city, Michigan","","",""
"    Estimate","54,815","2,585","6,481"
"Detroit city, Michigan","","",""
"    Estimate","659,210","90,449","111,317"
"East Lansing city, Michigan","","",""
"    Estimate","33,120","8,320","5,147"
"Eastpointe city, Michigan","","",""
"    Estimate","32,020","1,879","2,930"
"Farmington Hills city, Michigan","","",""
"    Estimate","80,225","1,669","3,441"
"Ferndale city, Michigan","","",""
"    Estimate","19,447","244","850"
"Flint city, Michigan","","",""
"    Estimate","94,106","16,030","14,688"
"Forest Hills CDP, Michigan","","",""
"    Estimate","28,669","288","1"
"Garden City city, Michigan","","",""
"    Estimate","26,251","1,788","1,947"
"Grand Rapids city, Michigan","","",""
"    Estimate","194,191","21,951","21,481"
"Hamtramck city, Michigan","","",""
"    Estimate","24,283","3,780","5,037"
"Holland city, Michigan","","",""
"    Estimate","29,957","333","4,487"
"Holt CDP, Michigan","","",""
"    Estimate","26,796","389","2,414"
"Inkster city, Michigan","","",""
"    Estimate","24,063","5,154","4,926"
"Jackson city, Michigan","","",""
"    Estimate","31,844","2,924","6,338"
"Kalamazoo city, Michigan","","",""
"    Estimate","70,657","9,011","9,540"
"Kentwood city, Michigan","","",""
"    Estimate","51,498","579","1,952"
"Lansing city, Michigan","","",""
"    Estimate","115,351","11,850","12,673"
"Lincoln Park city, Michigan","","",""
"    Estimate","36,270","2,137","5,683"
"Livonia city, Michigan","","",""
"    Estimate","92,280","1,528","3,852"
"Madison Heights city, Michigan","","",""
"    Estimate","29,755","800","1,923"
"Marquette city, Michigan","","",""
"    Estimate","18,185","1,348","2,003"
"Midland city, Michigan","","",""
"    Estimate","40,526","1,701","1,964"
"Monroe city, Michigan","","",""
"    Estimate","19,234","2,404","1,738"
"Mount Pleasant city, Michigan","","",""
"    Estimate","18,930","4,526","3,323"
"Muskegon city, Michigan","","",""
"    Estimate","31,939","2,421","4,325"
"Norton Shores city, Michigan","","",""
"    Estimate","24,395","398","301"
"Novi city, Michigan","","",""
"    Estimate","60,628","1,291","769"
"Oak Park city, Michigan","","",""
"    Estimate","29,235","934","4,742"
"Okemos CDP, Michigan","","",""
"    Estimate","23,662","1,404","1,622"
"Pontiac city, Michigan","","",""
"    Estimate","57,799","7,114","8,684"
"Portage city, Michigan","","",""
"    Estimate","48,737","2,502","1,911"
"Port Huron city, Michigan","","",""
"    Estimate","28,505","3,052","1,784"
"Rochester Hills city, Michigan","","",""
"    Estimate","73,221","360","1,939"
"Romulus city, Michigan","","",""
"    Estimate","26,343","1,537","999"
"Roseville city, Michigan","","",""
"    Estimate","46,893","2,992","3,325"
"Royal Oak city, Michigan","","",""
"    Estimate","59,012","1,929","1,888"
"Saginaw city, Michigan","","",""
"    Estimate","47,234","5,831","10,336"
"St. Clair Shores city, Michigan","","",""
"    Estimate","58,642","1,324","1,904"
"Southfield city, Michigan","","",""
"    Estimate","71,519","4,005","6,455"
"Southgate city, Michigan","","",""
"    Estimate","28,827","951","1,753"
"Sterling Heights city, Michigan","","",""
"    Estimate","131,734","3,830","7,947"
"Taylor city, Michigan","","",""
"    Estimate","60,051","4,783","3,169"
"Troy city, Michigan","","",""
"    Estimate","83,839","1,904","2,786"
"Walker city, Michigan","","",""
"    Estimate","24,218","2,022","495"
"Warren city, Michigan","","",""
"    Estimate","132,384","6,471","9,388"
"Waverly CDP, Michigan","","",""
"    Estimate","25,038","363","596"
"Westland city, Michigan","","",""
"    Estimate","80,549","4,624","4,713"
"Wyandotte city, Michigan","","",""
"    Estimate","24,860","817","3,317"
"Wyoming city, Michigan","","",""
"    Estimate","74,887","3,556","2,846"
"Ypsilanti city, Michigan","","",""
"    Estimate","21,271","2,028","4,250"
"Andover city, Minnesota","","",""
"    Estimate","33,142","373","197"
"Apple Valley city, Minnesota","","",""
"    Estimate","54,925","1,022","1,663"
"Austin city, Minnesota","","",""
"    Estimate","25,004","1,708","2,012"
"Blaine city, Minnesota","","",""
"    Estimate","64,829","1,592","1,692"
"Bloomington city, Minnesota","","",""
"    Estimate","83,884","3,987","3,775"
"Brooklyn Center city, Minnesota","","",""
"    Estimate","30,573","695","506"
"Brooklyn Park city, Minnesota","","",""
"    Estimate","80,166","1,127","4,681"
"Burnsville city, Minnesota","","",""
"    Estimate","60,886","1,779","2,377"
"Champlin city, Minnesota","","",""
"    Estimate","25,215","288","466"
"Chanhassen city, Minnesota","","",""
"    Estimate","26,119","738","626"
"Chaska city, Minnesota","","",""
"    Estimate","26,537","387","98"
"Columbia Heights city, Minnesota","","",""
"    Estimate","21,620","950","1,705"
"Coon Rapids city, Minnesota","","",""
"    Estimate","62,591","1,895","3,696"
"Cottage Grove city, Minnesota","","",""
"    Estimate","37,508","348","687"
"Crystal city, Minnesota","","",""
"    Estimate","23,642","912","1,376"
"Duluth city, Minnesota","","",""
"    Estimate","80,367","6,883","6,601"
"Eagan city, Minnesota","","",""
"    Estimate","66,013","758","4,890"
"Eden Prairie city, Minnesota","","",""
"    Estimate","64,844","1,277","3,900"
"Edina city, Minnesota","","",""
"    Estimate","52,637","798","484"
"Elk River city, Minnesota","","",""
"    Estimate","24,426","385","492"
"Faribault city, Minnesota","","",""
"    Estimate","19,250","1,129","1,281"
"Farmington city, Minnesota","","",""
"    Estimate","19,423","235","269"
"Forest Lake city, Minnesota","","",""
"    Estimate","21,260","907","361"
"Fridley city, Minnesota","","",""
"    Estimate","27,773","1,861","1,335"
"Golden Valley city, Minnesota","","",""
"    Estimate","20,649","1,088","505"
"Hastings city, Minnesota","","",""
"    Estimate","23,697","669","449"
"Inver Grove Heights city, Minnesota","","",""
"    Estimate","35,545","1,593","1,006"
"Lakeville city, Minnesota","","",""
"    Estimate","66,913","3,035","1,639"
"Lino Lakes city, Minnesota","","",""
"    Estimate","19,705","233","148"
"Mankato city, Minnesota","","",""
"    Estimate","39,337","4,279","5,961"
"Maple Grove city, Minnesota","","",""
"    Estimate","72,547","660","1,110"
"Maplewood city, Minnesota","","",""
"    Estimate","39,690","1,057","1,648"
"Minneapolis city, Minnesota","","",""
"    Estimate","414,119","33,823","38,385"
"Minnetonka city, Minnesota","","",""
"    Estimate","53,675","600","869"
"Moorhead city, Minnesota","","",""
"    Estimate","40,272","1,813","4,999"
"New Brighton city, Minnesota","","",""
"    Estimate","21,290","240","2,523"
"New Hope city, Minnesota","","",""
"    Estimate","19,847","405","1,529"
"Northfield city, Minnesota","","",""
"    Estimate","15,576","529","203"
"Oakdale city, Minnesota","","",""
"    Estimate","27,726","1,644","457"
"Owatonna city, Minnesota","","",""
"    Estimate","24,564","92","694"
"Plymouth city, Minnesota","","",""
"    Estimate","78,874","2,080","595"
"Prior Lake city, Minnesota","","",""
"    Estimate","27,189","253","711"
"Ramsey city, Minnesota","","",""
"    Estimate","27,664","64","125"
"Richfield city, Minnesota","","",""
"    Estimate","36,145","1,343","2,394"
"Rochester city, Minnesota","","",""
"    Estimate","116,768","3,317","5,287"
"Rosemount city, Minnesota","","",""
"    Estimate","25,169","245","90"
"Roseville city, Minnesota","","",""
"    Estimate","35,119","524","1,205"
"St. Cloud city, Minnesota","","",""
"    Estimate","62,866","3,336","8,131"
"St. Louis Park city, Minnesota","","",""
"    Estimate","48,010","2,457","1,287"
"St. Michael city, Minnesota","","",""
"    Estimate","","",""
"St. Paul city, Minnesota","","",""
"    Estimate","300,231","22,958","24,768"
"Savage city, Minnesota","","",""
"    Estimate","","",""
"Shakopee city, Minnesota","","",""
"    Estimate","40,407","991","583"
"Shoreview city, Minnesota","","",""
"    Estimate","27,122","652","663"
"South St. Paul city, Minnesota","","",""
"    Estimate","22,042","1,046","1,673"
"Stillwater city, Minnesota","","",""
"    Estimate","19,533","673","666"
"West St. Paul city, Minnesota","","",""
"    Estimate","19,243","1,184","1,303"
"White Bear Lake city, Minnesota","","",""
"    Estimate","25,347","586","2,012"
"Willmar city, Minnesota","","",""
"    Estimate","17,749","1,633","896"
"Winona city, Minnesota","","",""
"    Estimate","22,360","1,639","2,008"
"Woodbury city, Minnesota","","",""
"    Estimate","72,118","1,069","2,854"
"Biloxi city, Mississippi","","",""
"    Estimate","43,369","3,649","2,112"
"Brandon city, Mississippi","","",""
"    Estimate","","",""
"Clinton city, Mississippi","","",""
"    Estimate","24,195","1,951","1,033"
"Columbus city, Mississippi","","",""
"    Estimate","19,318","2,281","1,337"
"Greenville city, Mississippi","","",""
"    Estimate","27,169","3,619","6,511"
"Gulfport city, Mississippi","","",""
"    Estimate","69,414","8,153","13,189"
"Hattiesburg city, Mississippi","","",""
"    Estimate","42,828","4,257","8,182"
"Horn Lake city, Mississippi","","",""
"    Estimate","27,168","4,038","2,319"
"Jackson city, Mississippi","","",""
"    Estimate","153,881","16,281","19,055"
"Madison city, Mississippi","","",""
"    Estimate","25,655","146","728"
"Meridian city, Mississippi","","",""
"    Estimate","34,942","5,861","3,774"
"Olive Branch city, Mississippi","","",""
"    Estimate","38,341","1,401","1,041"
"Oxford city, Mississippi","","",""
"    Estimate","27,339","6,265","2,119"
"Pascagoula city, Mississippi","","",""
"    Estimate","24,954","1,137","7,239"
"Pearl city, Mississippi","","",""
"    Estimate","26,456","632","2,915"
"Ridgeland city, Mississippi","","",""
"    Estimate","23,866","561","1,815"
"Southaven city, Mississippi","","",""
"    Estimate","55,161","1,348","5,040"
"Starkville city, Mississippi","","",""
"    Estimate","17,923","1,600","3,394"
"Tupelo city, Mississippi","","",""
"    Estimate","37,580","2,212","2,612"
"Vicksburg city, Mississippi","","",""
"    Estimate","25,992","2,456","3,734"
"Affton CDP, Missouri","","",""
"    Estimate","21,100","725","771"
"Arnold city, Missouri","","",""
"    Estimate","","",""
"Ballwin city, Missouri","","",""
"    Estimate","","",""
"Belton city, Missouri","","",""
"    Estimate","23,370","1,400","1,896"
"Blue Springs city, Missouri","","",""
"    Estimate","55,423","2,056","912"
"Cape Girardeau city, Missouri","","",""
"    Estimate","37,847","2,621","5,422"
"Chesterfield city, Missouri","","",""
"    Estimate","46,685","160","458"
"Columbia city, Missouri","","",""
"    Estimate","114,585","15,133","10,571"
"Florissant city, Missouri","","",""
"    Estimate","49,051","1,851","1,995"
"Gladstone city, Missouri","","",""
"    Estimate","27,429","622","2,511"
"Grandview city, Missouri","","",""
"    Estimate","24,658","788","2,400"
"Hazelwood city, Missouri","","",""
"    Estimate","24,960","1,414","2,294"
"Independence city, Missouri","","",""
"    Estimate","115,075","7,862","11,958"
"Jefferson City city, Missouri","","",""
"    Estimate","36,726","2,615","2,448"
"Joplin city, Missouri","","",""
"    Estimate","49,264","5,918","4,605"
"Kansas City city, Missouri","","",""
"    Estimate","487,473","38,332","36,316"
"Kirkwood city, Missouri","","",""
"    Estimate","27,566","574","409"
"Lee's Summit city, Missouri","","",""
"    Estimate","97,862","1,765","1,767"
"Liberty city, Missouri","","",""
"    Estimate","31,013","379","2,627"
"Maryland Heights city, Missouri","","",""
"    Estimate","26,413","1,441","36"
"Mehlville CDP, Missouri","","",""
"    Estimate","24,356","1,792","1,437"
"Nixa city, Missouri","","",""
"    Estimate","23,460","620","1,724"
"Oakville CDP, Missouri","","",""
"    Estimate","33,429","360","290"
"O'Fallon city, Missouri","","",""
"    Estimate","88,200","1,388","2,108"
"Old Jamestown CDP, Missouri","","",""
"    Estimate","","",""
"Ozark city, Missouri","","",""
"    Estimate","20,293","4,128","851"
"Raytown city, Missouri","","",""
"    Estimate","28,187","2,601","1,439"
"St. Charles city, Missouri","","",""
"    Estimate","64,704","1,449","2,478"
"St. Joseph city, Missouri","","",""
"    Estimate","70,753","5,533","7,396"
"St. Louis city, Missouri","","",""
"    Estimate","291,953","26,395","29,488"
"St. Peters city, Missouri","","",""
"    Estimate","57,763","1,492","1,086"
"Sedalia city, Missouri","","",""
"    Estimate","22,476","485","1,995"
"Springfield city, Missouri","","",""
"    Estimate","157,009","14,223","18,539"
"University City city, Missouri","","",""
"    Estimate","33,922","4,545","2,046"
"Warrensburg city, Missouri","","",""
"    Estimate","16,477","1,975","1,516"
"Webster Groves city, Missouri","","",""
"    Estimate","","",""
"Wentzville city, Missouri","","",""
"    Estimate","41,640","190","704"
"Wildwood city, Missouri","","",""
"    Estimate","35,366","1,075","296"
"Billings city, Montana","","",""
"    Estimate","106,578","4,351","8,481"
"Bozeman city, Montana","","",""
"    Estimate","45,791","4,021","4,919"
"Butte-Silver Bow (balance), Montana","","",""
"    Estimate","33,178","3,826","1,861"
"Great Falls city, Montana","","",""
"    Estimate","55,879","5,190","4,363"
"Helena city, Montana","","",""
"    Estimate","31,575","1,906","1,211"
"Kalispell city, Montana","","",""
"    Estimate","23,926","984","1,192"
"Missoula city, Montana","","",""
"    Estimate","72,971","4,875","5,184"
"Bellevue city, Nebraska","","",""
"    Estimate","52,842","1,583","3,598"
"Columbus city, Nebraska","","",""
"    Estimate","22,664","465","3,195"
"Fremont city, Nebraska","","",""
"    Estimate","23,979","500","1,901"
"Grand Island city, Nebraska","","",""
"    Estimate","49,017","2,400","2,325"
"Hastings city, Nebraska","","",""
"    Estimate","24,700","1,615","1,421"
"Kearney city, Nebraska","","",""
"    Estimate","30,269","2,918","2,762"
"Lincoln city, Nebraska","","",""
"    Estimate","275,380","15,805","16,759"
"Norfolk city, Nebraska","","",""
"    Estimate","22,324","1,124","1,234"
"North Platte city, Nebraska","","",""
"    Estimate","22,161","2,237","909"
"Omaha city, Nebraska","","",""
"    Estimate","466,823","21,750","32,586"
"Papillion city, Nebraska","","",""
"    Estimate","22,142","591","256"
"Carson City, Nevada","","",""
"    Estimate","53,632","2,670","4,024"
"Elko city, Nevada","","",""
"    Estimate","20,938","500","1,912"
"Enterprise CDP, Nevada","","",""
"    Estimate","191,217","6,126","7,825"
"Fernley city, Nevada","","",""
"    Estimate","23,672","856","2,113"
"Henderson city, Nevada","","",""
"    Estimate","317,540","11,027","11,988"
"Las Vegas city, Nevada","","",""
"    Estimate","641,181","43,748","51,531"
"Mesquite city, Nevada","","",""
"    Estimate","20,820","1,163","1,145"
"North Las Vegas city, Nevada","","",""
"    Estimate","249,679","9,041","16,405"
"Pahrump CDP, Nevada","","",""
"    Estimate","39,838","2,856","5,492"
"Paradise CDP, Nevada","","",""
"    Estimate","234,519","18,085","17,860"
"Reno city, Nevada","","",""
"    Estimate","251,286","12,407","19,277"
"Sparks city, Nevada","","",""
"    Estimate","104,200","3,019","6,999"
"Spring Valley CDP, Nevada","","",""
"    Estimate","221,841","9,944","19,605"
"Summerlin South CDP, Nevada","","",""
"    Estimate","29,857","252","2,461"
"Sunrise Manor CDP, Nevada","","",""
"    Estimate","192,727","20,193","19,435"
"Sun Valley CDP, Nevada","","",""
"    Estimate","21,132","590","929"
"Whitney CDP, Nevada","","",""
"    Estimate","37,545","3,235","3,632"
"Winchester CDP, Nevada","","",""
"    Estimate","25,075","4,459","1,483"
"Concord city, New Hampshire","","",""
"    Estimate","40,969","1,054","1,885"
"Derry CDP, New Hampshire","","",""
"    Estimate","20,693","1,256","100"
"Dover city, New Hampshire","","",""
"    Estimate","30,322","1,356","1,044"
"Keene city, New Hampshire","","",""
"    Estimate","19,102","1,055","1,268"
"Manchester city, New Hampshire","","",""
"    Estimate","110,263","4,676","8,856"
"Nashua city, New Hampshire","","",""
"    Estimate","88,133","2,749","3,043"
"Portsmouth city, New Hampshire","","",""
"    Estimate","24,830","722","731"
"Rochester city, New Hampshire","","",""
"    Estimate","31,279","249","2,369"
"Atlantic City city, New Jersey","","",""
"    Estimate","37,626","7,638","5,217"
"Bayonne city, New Jersey","","",""
"    Estimate","64,868","3,439","4,579"
"Bergenfield borough, New Jersey","","",""
"    Estimate","27,320","497","1,050"
"Bridgeton city, New Jersey","","",""
"    Estimate","19,940","3,317","3,660"
"Camden city, New Jersey","","",""
"    Estimate","71,265","10,270","10,106"
"Carteret borough, New Jersey","","",""
"    Estimate","27,126","1,004","2,116"
"Cliffside Park borough, New Jersey","","",""
"    Estimate","26,028","1,042","877"
"Clifton city, New Jersey","","",""
"    Estimate","83,955","4,337","2,336"
"East Orange city, New Jersey","","",""
"    Estimate","63,436","6,513","5,751"
"Elizabeth city, New Jersey","","",""
"    Estimate","126,894","7,264","9,334"
"Elmwood Park borough, New Jersey","","",""
"    Estimate","","",""
"Englewood city, New Jersey","","",""
"    Estimate","28,137","1,128","943"
"Fair Lawn borough, New Jersey","","",""
"    Estimate","32,757","1,016","573"
"Fort Lee borough, New Jersey","","",""
"    Estimate","38,599","851","2,065"
"Garfield city, New Jersey","","",""
"    Estimate","31,804","1,815","1,993"
"Glassboro borough, New Jersey","","",""
"    Estimate","19,931","1,134","3,476"
"Hackensack city, New Jersey","","",""
"    Estimate","43,803","1,981","2,460"
"Hawthorne borough, New Jersey","","",""
"    Estimate","20,790","522","833"
"Hoboken city, New Jersey","","",""
"    Estimate","51,194","1,578","2,462"
"Jersey City city, New Jersey","","",""
"    Estimate","259,094","18,821","18,652"
"Kearny town, New Jersey","","",""
"    Estimate","39,100","1,949","2,973"
"Lakewood CDP, New Jersey","","",""
"    Estimate","56,662","3,281","7,305"
"Linden city, New Jersey","","",""
"    Estimate","42,043","1,374","2,169"
"Lodi borough, New Jersey","","",""
"    Estimate","24,257","153","2,093"
"Long Branch city, New Jersey","","",""
"    Estimate","30,045","2,775","2,629"
"Millville city, New Jersey","","",""
"    Estimate","27,226","1,707","1,322"
"Morristown town, New Jersey","","",""
"    Estimate","","",""
"Newark city, New Jersey","","",""
"    Estimate","269,176","33,956","33,967"
"New Brunswick city, New Jersey","","",""
"    Estimate","48,269","7,486","7,535"
"North Plainfield borough, New Jersey","","",""
"    Estimate","21,037","1,026","5,245"
"Old Bridge CDP, New Jersey","","",""
"    Estimate","27,029","1,158","347"
"Palisades Park borough, New Jersey","","",""
"    Estimate","20,989","811","843"
"Paramus borough, New Jersey","","",""
"    Estimate","24,533","550","710"
"Passaic city, New Jersey","","",""
"    Estimate","69,406","7,350","7,262"
"Paterson city, New Jersey","","",""
"    Estimate","143,848","12,572","24,115"
"Perth Amboy city, New Jersey","","",""
"    Estimate","50,982","5,227","4,029"
"Plainfield city, New Jersey","","",""
"    Estimate","49,047","5,269","8,237"
"Point Pleasant borough, New Jersey","","",""
"    Estimate","23,589","109","286"
"Princeton, New Jersey","","",""
"    Estimate","25,245","1,756","1,682"
"Rahway city, New Jersey","","",""
"    Estimate","29,780","1,305","73"
"Ridgewood village, New Jersey","","",""
"    Estimate","","",""
"Roselle borough, New Jersey","","",""
"    Estimate","23,368","1,530","1,443"
"Rutherford borough, New Jersey","","",""
"    Estimate","21,117","220","23"
"Sayreville borough, New Jersey","","",""
"    Estimate","44,173","586","1,292"
"Secaucus town, New Jersey","","",""
"    Estimate","","",""
"Somerset CDP, New Jersey","","",""
"    Estimate","","",""
"South Plainfield borough, New Jersey","","",""
"    Estimate","23,802","312","650"
"Summit city, New Jersey","","",""
"    Estimate","20,718","266","182"
"Toms River CDP, New Jersey","","",""
"    Estimate","90,191","2,075","5,780"
"Trenton city, New Jersey","","",""
"    Estimate","79,293","14,611","10,307"
"Union City city, New Jersey","","",""
"    Estimate","67,644","2,519","7,176"
"Vineland city, New Jersey","","",""
"    Estimate","58,303","2,244","2,297"
"Westfield town, New Jersey","","",""
"    Estimate","","",""
"West New York town, New Jersey","","",""
"    Estimate","51,574","4,598","9,492"
"Woodbridge CDP, New Jersey","","",""
"    Estimate","19,147","1,041","314"
"Alamogordo city, New Mexico","","",""
"    Estimate","31,533","2,128","5,402"
"Albuquerque city, New Mexico","","",""
"    Estimate","554,942","41,560","47,393"
"Carlsbad city, New Mexico","","",""
"    Estimate","29,348","1,206","1,320"
"Clovis city, New Mexico","","",""
"    Estimate","37,306","3,407","5,634"
"Farmington city, New Mexico","","",""
"    Estimate","42,885","3,990","5,495"
"Gallup city, New Mexico","","",""
"    Estimate","22,974","3,949","2,288"
"Hobbs city, New Mexico","","",""
"    Estimate","36,516","3,317","3,555"
"Las Cruces city, New Mexico","","",""
"    Estimate","101,632","8,714","13,847"
"Rio Rancho city, New Mexico","","",""
"    Estimate","98,596","2,320","3,994"
"Roswell city, New Mexico","","",""
"    Estimate","46,172","4,454","4,811"
"Santa Fe city, New Mexico","","",""
"    Estimate","83,333","3,867","7,675"
"South Valley CDP, New Mexico","","",""
"    Estimate","38,910","3,411","5,151"
"Albany city, New York","","",""
"    Estimate","87,121","9,953","9,733"
"Auburn city, New York","","",""
"    Estimate","24,022","3,803","1,908"
"Baldwin CDP, New York","","",""
"    Estimate","26,118","230","621"
"Bay Shore CDP, New York","","",""
"    Estimate","24,678","1,406","1,385"
"Binghamton city, New York","","",""
"    Estimate","42,744","7,673","7,764"
"Brentwood CDP, New York","","",""
"    Estimate","60,053","1,807","1,651"
"Brighton CDP, New York","","",""
"    Estimate","33,475","880","2,270"
"Buffalo city, New York","","",""
"    Estimate","246,578","29,876","41,049"
"Centereach CDP, New York","","",""
"    Estimate","27,121","1,130","48"
"Central Islip CDP, New York","","",""
"    Estimate","34,199","846","1,302"
"Cheektowaga CDP, New York","","",""
"    Estimate","72,999","3,503","4,096"
"Cohoes city, New York","","",""
"    Estimate","19,567","2,905","1,492"
"Commack CDP, New York","","",""
"    Estimate","40,195","306","175"
"Copiague CDP, New York","","",""
"    Estimate","21,256","293","3,709"
"Coram CDP, New York","","",""
"    Estimate","38,932","2,754","3,385"
"Cortland city, New York","","",""
"    Estimate","17,655","2,094","3,683"
"Deer Park CDP, New York","","",""
"    Estimate","24,818","1,381","431"
"Dix Hills CDP, New York","","",""
"    Estimate","","",""
"Eastchester CDP, New York","","",""
"    Estimate","","",""
"East Meadow CDP, New York","","",""
"    Estimate","37,153","707","651"
"East Northport CDP, New York","","",""
"    Estimate","23,198","367","48"
"Elmira city, New York","","",""
"    Estimate","23,600","1,133","4,896"
"Elmont CDP, New York","","",""
"    Estimate","35,892","469","1,657"
"Franklin Square CDP, New York","","",""
"    Estimate","29,825","1,196","917"
"Freeport village, New York","","",""
"    Estimate","42,595","131","1,149"
"Garden City village, New York","","",""
"    Estimate","","",""
"Glen Cove city, New York","","",""
"    Estimate","26,551","1,149","1,625"
"Harrison village, New York","","",""
"    Estimate","","",""
"Hauppauge CDP, New York","","",""
"    Estimate","20,378","514","85"
"Hempstead village, New York","","",""
"    Estimate","54,162","2,043","6,235"
"Hicksville CDP, New York","","",""
"    Estimate","44,941","303","608"
"Holbrook CDP, New York","","",""
"    Estimate","","",""
"Holtsville CDP, New York","","",""
"    Estimate","21,691","409","39"
"Huntington Station CDP, New York","","",""
"    Estimate","34,565","2,538","2,982"
"Irondequoit CDP, New York","","",""
"    Estimate","49,058","1,198","1,570"
"Ithaca city, New York","","",""
"    Estimate","23,510","5,607","1,883"
"Jamestown city, New York","","",""
"    Estimate","28,587","2,603","4,423"
"Kingston city, New York","","",""
"    Estimate","26,503","2,764","1,800"
"Kiryas Joel village, New York","","",""
"    Estimate","26,753","7,958","5,430"
"Lake Ronkonkoma CDP, New York","","",""
"    Estimate","20,645","1,072","1,852"
"Levittown CDP, New York","","",""
"    Estimate","50,898","1,241","1,373"
"Lindenhurst village, New York","","",""
"    Estimate","26,803","450","111"
"Lockport city, New York","","",""
"    Estimate","20,556","1,491","1,201"
"Long Beach city, New York","","",""
