"Label (Grouping)","Total:","Total:!!Occupied","Total:!!Vacant"
"    Estimate","18,921","17,355","1,566"
"Barnstable Town city, Massachusetts","","",""
"    Estimate","27,379","19,443","7,936"
"Belmont CDP, Massachusetts","","",""
"    Estimate","10,257","9,994","263"
"Beverly city, Massachusetts","","",""
"    Estimate","15,491","14,801","690"
"Boston city, Massachusetts","","",""
"    Estimate","303,791","271,553","32,238"
"Braintree Town city, Massachusetts","","",""
"    Estimate","14,858","14,570","288"
"Bridgewater Town city, Massachusetts","","",""
"    Estimate","8,874","8,181","693"
"Brockton city, Massachusetts","","",""
"    Estimate","33,880","31,440","2,440"
"Brookline CDP, Massachusetts","","",""
"    Estimate","26,618","24,222","2,396"
"Burlington CDP, Massachusetts","","",""
"    Estimate","10,898","10,189","709"
"Cambridge city, Massachusetts","","",""
"    Estimate","51,621","47,374","4,247"
"Chelsea city, Massachusetts","","",""
"    Estimate","12,965","11,962","1,003"
"Chicopee city, Massachusetts","","",""
"    Estimate","25,233","23,280","1,953"
"Danvers CDP, Massachusetts","","",""
"    Estimate","11,308","11,308","0"
"Dedham CDP, Massachusetts","","",""
"    Estimate","11,197","10,382","815"
"Everett city, Massachusetts","","",""
"    Estimate","17,357","16,345","1,012"
"Fall River city, Massachusetts","","",""
"    Estimate","40,999","37,899","3,100"
"Fitchburg city, Massachusetts","","",""
"    Estimate","16,810","15,172","1,638"
"Framingham city, Massachusetts","","",""
"    Estimate","27,921","27,005","916"
"Franklin Town city, Massachusetts","","",""
"    Estimate","12,618","12,304","314"
"Gardner city, Massachusetts","","",""
"    Estimate","9,262","8,578","684"
"Gloucester city, Massachusetts","","",""
"    Estimate","13,932","12,291","1,641"
"Haverhill city, Massachusetts","","",""
"    Estimate","25,908","24,279","1,629"
"Holyoke city, Massachusetts","","",""
"    Estimate","18,295","16,427","1,868"
"Lawrence city, Massachusetts","","",""
"    Estimate","29,607","27,844","1,763"
"Leominster city, Massachusetts","","",""
"    Estimate","18,093","17,499","594"
"Lexington CDP, Massachusetts","","",""
"    Estimate","13,008","12,435","573"
"Lowell city, Massachusetts","","",""
"    Estimate","44,026","41,753","2,273"
"Lynn city, Massachusetts","","",""
"    Estimate","33,371","31,833","1,538"
"Malden city, Massachusetts","","",""
"    Estimate","24,970","23,482","1,488"
"Marblehead CDP, Massachusetts","","",""
"    Estimate","10,423","9,736","687"
"Marlborough city, Massachusetts","","",""
"    Estimate","17,537","16,366","1,171"
"Medford city, Massachusetts","","",""
"    Estimate","23,775","21,824","1,951"
"Melrose city, Massachusetts","","",""
"    Estimate","11,714","11,122","592"
"Methuen Town city, Massachusetts","","",""
"    Estimate","19,365","18,670","695"
"Milford CDP, Massachusetts","","",""
"    Estimate","10,344","9,944","400"
"Milton CDP, Massachusetts","","",""
"    Estimate","10,155","9,574","581"
"Needham CDP, Massachusetts","","",""
"    Estimate","10,923","10,489","434"
"New Bedford city, Massachusetts","","",""
"    Estimate","42,200","39,216","2,984"
"Newburyport city, Massachusetts","","",""
"    Estimate","8,734","7,921","813"
"Newton city, Massachusetts","","",""
"    Estimate","33,190","30,643","2,547"
"Northampton city, Massachusetts","","",""
"    Estimate","12,217","11,839","378"
"Norwood CDP, Massachusetts","","",""
"    Estimate","12,239","11,481","758"
"Peabody city, Massachusetts","","",""
"    Estimate","23,456","22,358","1,098"
"Pittsfield city, Massachusetts","","",""
"    Estimate","23,031","19,911","3,120"
"Quincy city, Massachusetts","","",""
"    Estimate","44,034","42,242","1,792"
"Randolph Town city, Massachusetts","","",""
"    Estimate","12,542","11,661","881"
"Reading CDP, Massachusetts","","",""
"    Estimate","10,594","10,074","520"
"Revere city, Massachusetts","","",""
"    Estimate","20,672","19,176","1,496"
"Salem city, Massachusetts","","",""
"    Estimate","19,803","18,585","1,218"
"Saugus CDP, Massachusetts","","",""
"    Estimate","11,912","11,108","804"
"Somerville city, Massachusetts","","",""
"    Estimate","35,176","32,120","3,056"
"Springfield city, Massachusetts","","",""
"    Estimate","60,454","54,922","5,532"
"Stoneham CDP, Massachusetts","","",""
"    Estimate","10,654","10,359","295"
"Taunton city, Massachusetts","","",""
"    Estimate","25,243","23,552","1,691"
"Wakefield CDP, Massachusetts","","",""
"    Estimate","10,537","10,178","359"
"Waltham city, Massachusetts","","",""
"    Estimate","24,991","23,540","1,451"
"Watertown Town city, Massachusetts","","",""
"    Estimate","17,726","16,419","1,307"
"Wellesley CDP, Massachusetts","","",""
"    Estimate","9,034","8,242","792"
"Westfield city, Massachusetts","","",""
"    Estimate","16,686","15,403","1,283"
"West Springfield Town city, Massachusetts","","",""
"    Estimate","13,567","13,060","507"
"Weymouth Town city, Massachusetts","","",""
"    Estimate","24,922","24,422","500"
"Wilmington CDP, Massachusetts","","",""
"    Estimate","7,226","7,090","136"
"Winchester CDP, Massachusetts","","",""
"    Estimate","7,829","7,829","0"
"Woburn city, Massachusetts","","",""
"    Estimate","17,187","16,389","798"
"Worcester city, Massachusetts","","",""
"    Estimate","75,585","69,125","6,460"
"Adrian city, Michigan","","",""
"    Estimate","8,491","7,953","538"
"Allendale CDP, Michigan","","",""
"    Estimate","6,703","6,353","350"
"Allen Park city, Michigan","","",""
"    Estimate","11,815","11,425","390"
"Ann Arbor city, Michigan","","",""
"    Estimate","51,004","45,827","5,177"
"Auburn Hills city, Michigan","","",""
"    Estimate","10,932","10,228","704"
"Battle Creek city, Michigan","","",""
"    Estimate","25,197","21,484","3,713"
"Bay City city, Michigan","","",""
"    Estimate","15,151","13,567","1,584"
"Birmingham city, Michigan","","",""
"    Estimate","10,024","8,764","1,260"
"Burton city, Michigan","","",""
"    Estimate","13,108","11,773","1,335"
"Dearborn city, Michigan","","",""
"    Estimate","33,400","30,304","3,096"
"Dearborn Heights city, Michigan","","",""
"    Estimate","20,511","19,355","1,156"
"Detroit city, Michigan","","",""
"    Estimate","359,623","267,139","92,484"
"East Lansing city, Michigan","","",""
"    Estimate","15,673","14,151","1,522"
"Eastpointe city, Michigan","","",""
"    Estimate","13,350","12,726","624"
"Farmington Hills city, Michigan","","",""
"    Estimate","34,200","32,850","1,350"
"Ferndale city, Michigan","","",""
"    Estimate","10,315","9,435","880"
"Flint city, Michigan","","",""
"    Estimate","53,069","40,121","12,948"
"Forest Hills CDP, Michigan","","",""
"    Estimate","9,870","9,614","256"
"Garden City city, Michigan","","",""
"    Estimate","10,582","10,009","573"
"Grand Rapids city, Michigan","","",""
"    Estimate","85,549","77,128","8,421"
"Hamtramck city, Michigan","","",""
"    Estimate","8,576","7,515","1,061"
"Holland city, Michigan","","",""
"    Estimate","13,493","12,359","1,134"
"Holt CDP, Michigan","","",""
"    Estimate","9,946","9,525","421"
"Inkster city, Michigan","","",""
"    Estimate","11,589","9,373","2,216"
"Jackson city, Michigan","","",""
"    Estimate","16,379","13,925","2,454"
"Kalamazoo city, Michigan","","",""
"    Estimate","35,440","30,858","4,582"
"Kentwood city, Michigan","","",""
"    Estimate","20,468","20,231","237"
"Lansing city, Michigan","","",""
"    Estimate","57,126","51,035","6,091"
"Lincoln Park city, Michigan","","",""
"    Estimate","15,931","14,742","1,189"
"Livonia city, Michigan","","",""
"    Estimate","40,055","37,899","2,156"
"Madison Heights city, Michigan","","",""
"    Estimate","15,730","14,622","1,108"
"Marquette city, Michigan","","",""
"    Estimate","9,646","9,124","522"
"Midland city, Michigan","","",""
"    Estimate","18,983","17,830","1,153"
"Monroe city, Michigan","","",""
"    Estimate","9,533","8,745","788"
"Mount Pleasant city, Michigan","","",""
"    Estimate","9,937","8,276","1,661"
"Muskegon city, Michigan","","",""
"    Estimate","16,987","14,544","2,443"
"Norton Shores city, Michigan","","",""
"    Estimate","11,450","10,154","1,296"
"Novi city, Michigan","","",""
"    Estimate","23,897","23,192","705"
"Oak Park city, Michigan","","",""
"    Estimate","12,451","11,789","662"
"Okemos CDP, Michigan","","",""
"    Estimate","10,108","9,554","554"
"Pontiac city, Michigan","","",""
"    Estimate","25,737","22,271","3,466"
"Portage city, Michigan","","",""
"    Estimate","20,728","19,301","1,427"
"Port Huron city, Michigan","","",""
"    Estimate","12,273","10,661","1,612"
"Rochester Hills city, Michigan","","",""
"    Estimate","30,632","28,261","2,371"
"Romulus city, Michigan","","",""
"    Estimate","9,614","9,262","352"
"Roseville city, Michigan","","",""
"    Estimate","20,052","19,284","768"
"Royal Oak city, Michigan","","",""
"    Estimate","33,579","29,880","3,699"
"Saginaw city, Michigan","","",""
"    Estimate","23,822","20,154","3,668"
"St. Clair Shores city, Michigan","","",""
"    Estimate","29,549","28,068","1,481"
"Southfield city, Michigan","","",""
"    Estimate","37,411","34,836","2,575"
"Southgate city, Michigan","","",""
"    Estimate","13,087","12,700","387"
"Sterling Heights city, Michigan","","",""
"    Estimate","52,687","51,367","1,320"
"Taylor city, Michigan","","",""
"    Estimate","25,863","24,231","1,632"
"Troy city, Michigan","","",""
"    Estimate","34,268","31,410","2,858"
"Walker city, Michigan","","",""
"    Estimate","9,791","9,644","147"
"Warren city, Michigan","","",""
"    Estimate","57,681","52,359","5,322"
"Waverly CDP, Michigan","","",""
"    Estimate","12,901","12,401","500"
"Westland city, Michigan","","",""
"    Estimate","38,132","35,324","2,808"
"Wyandotte city, Michigan","","",""
"    Estimate","11,555","10,738","817"
"Wyoming city, Michigan","","",""
"    Estimate","29,549","28,313","1,236"
"Ypsilanti city, Michigan","","",""
"    Estimate","9,623","8,711","912"
"Andover city, Minnesota","","",""
"    Estimate","11,611","11,515","96"
"Apple Valley city, Minnesota","","",""
"    Estimate","22,138","21,371","767"
"Austin city, Minnesota","","",""
"    Estimate","11,001","9,759","1,242"
"Blaine city, Minnesota","","",""
"    Estimate","23,757","23,243","514"
"Bloomington city, Minnesota","","",""
"    Estimate","37,566","35,843","1,723"
"Brooklyn Center city, Minnesota","","",""
"    Estimate","10,908","10,729","179"
"Brooklyn Park city, Minnesota","","",""
"    Estimate","27,818","27,090","728"
"Burnsville city, Minnesota","","",""
"    Estimate","26,586","24,463","2,123"
"Champlin city, Minnesota","","",""
"    Estimate","8,981","8,981","0"
"Chanhassen city, Minnesota","","",""
"    Estimate","10,281","9,784","497"
"Chaska city, Minnesota","","",""
"    Estimate","10,184","10,112","72"
"Columbia Heights city, Minnesota","","",""
"    Estimate","8,888","8,600","288"
"Coon Rapids city, Minnesota","","",""
"    Estimate","24,562","24,409","153"
"Cottage Grove city, Minnesota","","",""
"    Estimate","13,621","12,976","645"
"Crystal city, Minnesota","","",""
"    Estimate","10,041","9,703","338"
"Duluth city, Minnesota","","",""
"    Estimate","39,535","37,374","2,161"
"Eagan city, Minnesota","","",""
"    Estimate","26,284","24,515","1,769"
"Eden Prairie city, Minnesota","","",""
"    Estimate","25,551","24,113","1,438"
"Edina city, Minnesota","","",""
"    Estimate","23,606","21,594","2,012"
"Elk River city, Minnesota","","",""
"    Estimate","9,574","8,835","739"
"Faribault city, Minnesota","","",""
"    Estimate","8,727","7,610","1,117"
"Farmington city, Minnesota","","",""
"    Estimate","7,293","6,658","635"
"Forest Lake city, Minnesota","","",""
"    Estimate","8,199","8,051","148"
"Fridley city, Minnesota","","",""
"    Estimate","12,174","11,863","311"
"Golden Valley city, Minnesota","","",""
"    Estimate","9,923","9,327","596"
"Hastings city, Minnesota","","",""
"    Estimate","9,706","9,605","101"
"Inver Grove Heights city, Minnesota","","",""
"    Estimate","15,525","15,273","252"
"Lakeville city, Minnesota","","",""
"    Estimate","22,712","22,225","487"
"Lino Lakes city, Minnesota","","",""
"    Estimate","7,055","6,909","146"
"Mankato city, Minnesota","","",""
"    Estimate","18,993","17,203","1,790"
"Maple Grove city, Minnesota","","",""
"    Estimate","29,714","28,583","1,131"
"Maplewood city, Minnesota","","",""
"    Estimate","16,427","16,051","376"
"Minneapolis city, Minnesota","","",""
"    Estimate","192,708","181,833","10,875"
"Minnetonka city, Minnesota","","",""
"    Estimate","23,148","22,646","502"
"Moorhead city, Minnesota","","",""
"    Estimate","18,350","16,831","1,519"
"New Brighton city, Minnesota","","",""
"    Estimate","9,007","8,595","412"
"New Hope city, Minnesota","","",""
"    Estimate","9,386","9,342","44"
"Northfield city, Minnesota","","",""
"    Estimate","6,676","6,240","436"
"Oakdale city, Minnesota","","",""
"    Estimate","11,685","11,685","0"
"Owatonna city, Minnesota","","",""
"    Estimate","11,130","10,227","903"
"Plymouth city, Minnesota","","",""
"    Estimate","31,549","30,392","1,157"
"Prior Lake city, Minnesota","","",""
"    Estimate","10,471","10,262","209"
"Ramsey city, Minnesota","","",""
"    Estimate","9,218","9,094","124"
"Richfield city, Minnesota","","",""
"    Estimate","16,309","15,765","544"
"Rochester city, Minnesota","","",""
"    Estimate","52,640","50,479","2,161"
"Rosemount city, Minnesota","","",""
"    Estimate","9,018","8,727","291"
"Roseville city, Minnesota","","",""
"    Estimate","17,044","16,271","773"
"St. Cloud city, Minnesota","","",""
"    Estimate","29,038","27,322","1,716"
"St. Louis Park city, Minnesota","","",""
"    Estimate","24,454","23,629","825"
"St. Michael city, Minnesota","","",""
"    Estimate","6,796","6,796","0"
"St. Paul city, Minnesota","","",""
"    Estimate","121,626","110,782","10,844"
"Savage city, Minnesota","","",""
"    Estimate","11,128","10,940","188"
"Shakopee city, Minnesota","","",""
"    Estimate","15,300","15,023","277"
"Shoreview city, Minnesota","","",""
"    Estimate","11,451","10,703","748"
"South St. Paul city, Minnesota","","",""
"    Estimate","8,670","8,670","0"
"Stillwater city, Minnesota","","",""
"    Estimate","8,457","7,590","867"
"West St. Paul city, Minnesota","","",""
"    Estimate","9,357","9,154","203"
"White Bear Lake city, Minnesota","","",""
"    Estimate","10,869","9,895","974"
"Willmar city, Minnesota","","",""
"    Estimate","8,214","7,470","744"
"Winona city, Minnesota","","",""
"    Estimate","11,224","10,266","958"
"Woodbury city, Minnesota","","",""
"    Estimate","26,735","26,254","481"
"Biloxi city, Mississippi","","",""
"    Estimate","21,885","16,611","5,274"
"Brandon city, Mississippi","","",""
"    Estimate","9,296","8,669","627"
"Clinton city, Mississippi","","",""
"    Estimate","10,039","9,528","511"
"Columbus city, Mississippi","","",""
"    Estimate","11,795","8,947","2,848"
"Greenville city, Mississippi","","",""
"    Estimate","13,751","11,104","2,647"
"Gulfport city, Mississippi","","",""
"    Estimate","33,910","25,559","8,351"
"Hattiesburg city, Mississippi","","",""
"    Estimate","22,321","18,938","3,383"
"Horn Lake city, Mississippi","","",""
"    Estimate","10,527","9,984","543"
"Jackson city, Mississippi","","",""
"    Estimate","75,146","61,590","13,556"
"Madison city, Mississippi","","",""
"    Estimate","9,548","9,074","474"
"Meridian city, Mississippi","","",""
"    Estimate","17,792","15,228","2,564"
"Olive Branch city, Mississippi","","",""
"    Estimate","14,576","13,681","895"
"Oxford city, Mississippi","","",""
"    Estimate","16,528","9,824","6,704"
"Pascagoula city, Mississippi","","",""
"    Estimate","11,500","10,129","1,371"
"Pearl city, Mississippi","","",""
"    Estimate","11,518","10,717","801"
"Ridgeland city, Mississippi","","",""
"    Estimate","12,928","11,433","1,495"
"Southaven city, Mississippi","","",""
"    Estimate","21,961","20,832","1,129"
"Starkville city, Mississippi","","",""
"    Estimate","10,423","7,874","2,549"
"Tupelo city, Mississippi","","",""
"    Estimate","17,636","14,576","3,060"
"Vicksburg city, Mississippi","","",""
"    Estimate","12,988","9,280","3,708"
"Affton CDP, Missouri","","",""
"    Estimate","9,260","9,004","256"
"Arnold city, Missouri","","",""
"    Estimate","9,432","8,479","953"
"Ballwin city, Missouri","","",""
"    Estimate","12,493","12,206","287"
"Belton city, Missouri","","",""
"    Estimate","8,912","8,161","751"
"Blue Springs city, Missouri","","",""
"    Estimate","21,045","20,233","812"
"Cape Girardeau city, Missouri","","",""
"    Estimate","19,335","17,159","2,176"
"Chesterfield city, Missouri","","",""
"    Estimate","21,693","20,016","1,677"
"Columbia city, Missouri","","",""
"    Estimate","52,650","46,841","5,809"
"Florissant city, Missouri","","",""
"    Estimate","22,795","19,606","3,189"
"Gladstone city, Missouri","","",""
"    Estimate","12,063","11,333","730"
"Grandview city, Missouri","","",""
"    Estimate","10,355","9,699","656"
"Hazelwood city, Missouri","","",""
"    Estimate","11,916","10,933","983"
"Independence city, Missouri","","",""
"    Estimate","52,927","47,329","5,598"
"Jefferson City city, Missouri","","",""
"    Estimate","18,914","17,970","944"
"Joplin city, Missouri","","",""
"    Estimate","22,614","20,236","2,378"
"Kansas City city, Missouri","","",""
"    Estimate","238,547","209,768","28,779"
"Kirkwood city, Missouri","","",""
"    Estimate","13,149","12,157","992"
"Lee's Summit city, Missouri","","",""
"    Estimate","38,500","36,469","2,031"
"Liberty city, Missouri","","",""
"    Estimate","11,640","10,951","689"
"Maryland Heights city, Missouri","","",""
"    Estimate","12,767","12,248","519"
"Mehlville CDP, Missouri","","",""
"    Estimate","13,113","12,359","754"
"Nixa city, Missouri","","",""
"    Estimate","9,471","8,632","839"
"Oakville CDP, Missouri","","",""
"    Estimate","14,119","13,521","598"
"O'Fallon city, Missouri","","",""
"    Estimate","34,209","32,274","1,935"
"Old Jamestown CDP, Missouri","","",""
"    Estimate","7,273","6,652","621"
"Ozark city, Missouri","","",""
"    Estimate","8,251","7,817","434"
"Raytown city, Missouri","","",""
"    Estimate","12,706","12,170","536"
"St. Charles city, Missouri","","",""
"    Estimate","31,677","29,838","1,839"
"St. Joseph city, Missouri","","",""
"    Estimate","33,844","29,399","4,445"
"St. Louis city, Missouri","","",""
"    Estimate","177,400","146,779","30,621"
"St. Peters city, Missouri","","",""
"    Estimate","24,700","23,067","1,633"
"Sedalia city, Missouri","","",""
"    Estimate","9,921","8,579","1,342"
"Springfield city, Missouri","","",""
"    Estimate","81,945","80,693","1,252"
"University City city, Missouri","","",""
"    Estimate","17,303","17,036","267"
"Warrensburg city, Missouri","","",""
"    Estimate","8,315","6,351","1,964"
"Webster Groves city, Missouri","","",""
"    Estimate","9,936","9,242","694"
"Wentzville city, Missouri","","",""
"    Estimate","13,585","13,364","221"
"Wildwood city, Missouri","","",""
"    Estimate","13,422","13,130","292"
"Billings city, Montana","","",""
"    Estimate","51,168","48,990","2,178"
"Bozeman city, Montana","","",""
"    Estimate","22,346","20,833","1,513"
"Butte-Silver Bow (balance), Montana","","",""
"    Estimate","16,914","15,025","1,889"
"Great Falls city, Montana","","",""
"    Estimate","28,582","24,826","3,756"
"Helena city, Montana","","",""
"    Estimate","16,316","14,244","2,072"
"Kalispell city, Montana","","",""
"    Estimate","9,625","9,027","598"
"Missoula city, Montana","","",""
"    Estimate","35,628","33,448","2,180"
"Bellevue city, Nebraska","","",""
"    Estimate","22,859","21,839","1,020"
"Columbus city, Nebraska","","",""
"    Estimate","9,405","8,780","625"
"Fremont city, Nebraska","","",""
"    Estimate","11,423","10,459","964"
"Grand Island city, Nebraska","","",""
"    Estimate","21,022","20,285","737"
"Hastings city, Nebraska","","",""
"    Estimate","11,321","10,497","824"
"Kearney city, Nebraska","","",""
"    Estimate","13,771","12,110","1,661"
"Lincoln city, Nebraska","","",""
"    Estimate","124,244","117,726","6,518"
"Norfolk city, Nebraska","","",""
"    Estimate","10,647","9,540","1,107"
"North Platte city, Nebraska","","",""
"    Estimate","10,730","9,303","1,427"
"Omaha city, Nebraska","","",""
"    Estimate","203,034","188,824","14,210"
"Papillion city, Nebraska","","",""
"    Estimate","8,300","8,159","141"
"Carson City, Nevada","","",""
"    Estimate","24,348","22,703","1,645"
"Elko city, Nevada","","",""
"    Estimate","9,344","8,990","354"
"Enterprise CDP, Nevada","","",""
"    Estimate","73,566","65,759","7,807"
"Fernley city, Nevada","","",""
"    Estimate","7,897","7,897","0"
"Henderson city, Nevada","","",""
"    Estimate","132,861","121,285","11,576"
"Las Vegas city, Nevada","","",""
"    Estimate","258,593","235,628","22,965"
"Mesquite city, Nevada","","",""
"    Estimate","12,507","9,167","3,340"
"North Las Vegas city, Nevada","","",""
"    Estimate","82,145","75,600","6,545"
"Pahrump CDP, Nevada","","",""
"    Estimate","18,639","16,365","2,274"
"Paradise CDP, Nevada","","",""
"    Estimate","118,652","94,188","24,464"
"Reno city, Nevada","","",""
"    Estimate","116,026","110,118","5,908"
"Sparks city, Nevada","","",""
"    Estimate","40,027","38,887","1,140"
"Spring Valley CDP, Nevada","","",""
"    Estimate","90,821","82,969","7,852"
"Summerlin South CDP, Nevada","","",""
"    Estimate","14,628","12,750","1,878"
"Sunrise Manor CDP, Nevada","","",""
"    Estimate","72,999","62,646","10,353"
"Sun Valley CDP, Nevada","","",""
"    Estimate","7,567","7,211","356"
"Whitney CDP, Nevada","","",""
"    Estimate","16,898","14,404","2,494"
"Winchester CDP, Nevada","","",""
"    Estimate","15,498","10,575","4,923"
"Concord city, New Hampshire","","",""
"    Estimate","19,736","18,635","1,101"
"Derry CDP, New Hampshire","","",""
"    Estimate","9,267","8,994","273"
"Dover city, New Hampshire","","",""
"    Estimate","14,611","14,130","481"
"Keene city, New Hampshire","","",""
"    Estimate","9,803","8,621","1,182"
"Manchester city, New Hampshire","","",""
"    Estimate","49,848","46,435","3,413"
"Nashua city, New Hampshire","","",""
"    Estimate","38,819","37,474","1,345"
"Portsmouth city, New Hampshire","","",""
"    Estimate","12,961","11,704","1,257"
"Rochester city, New Hampshire","","",""
"    Estimate","13,339","12,621","718"
"Atlantic City city, New Jersey","","",""
"    Estimate","20,772","16,716","4,056"
"Bayonne city, New Jersey","","",""
"    Estimate","27,884","25,939","1,945"
"Bergenfield borough, New Jersey","","",""
"    Estimate","9,663","9,054","609"
"Bridgeton city, New Jersey","","",""
"    Estimate","7,294","6,327","967"
"Camden city, New Jersey","","",""
"    Estimate","29,017","24,051","4,966"
"Carteret borough, New Jersey","","",""
"    Estimate","8,275","8,275","0"
"Cliffside Park borough, New Jersey","","",""
"    Estimate","10,914","10,304","610"
"Clifton city, New Jersey","","",""
"    Estimate","29,706","28,207","1,499"
"East Orange city, New Jersey","","",""
"    Estimate","30,897","27,960","2,937"
"Elizabeth city, New Jersey","","",""
"    Estimate","43,443","40,227","3,216"
"Elmwood Park borough, New Jersey","","",""
"    Estimate","7,121","6,841","280"
"Englewood city, New Jersey","","",""
"    Estimate","12,929","11,911","1,018"
"Fair Lawn borough, New Jersey","","",""
"    Estimate","11,976","11,639","337"
"Fort Lee borough, New Jersey","","",""
"    Estimate","20,670","18,908","1,762"
"Garfield city, New Jersey","","",""
"    Estimate","12,633","12,156","477"
"Glassboro borough, New Jersey","","",""
"    Estimate","8,023","7,609","414"
"Hackensack city, New Jersey","","",""
"    Estimate","22,424","21,509","915"
"Hawthorne borough, New Jersey","","",""
"    Estimate","8,986","8,673","313"
"Hoboken city, New Jersey","","",""
"    Estimate","27,066","24,148","2,918"
"Jersey City city, New Jersey","","",""
"    Estimate","116,602","108,939","7,663"
"Kearny town, New Jersey","","",""
"    Estimate","14,380","13,835","545"
"Lakewood CDP, New Jersey","","",""
"    Estimate","10,962","10,232","730"
"Linden city, New Jersey","","",""
"    Estimate","16,634","14,980","1,654"
"Lodi borough, New Jersey","","",""
"    Estimate","8,661","8,168","493"
"Long Branch city, New Jersey","","",""
"    Estimate","14,901","12,699","2,202"
"Millville city, New Jersey","","",""
"    Estimate","11,620","10,698","922"
"Morristown town, New Jersey","","",""
"    Estimate","9,275","8,659","616"
"Newark city, New Jersey","","",""
"    Estimate","113,623","102,155","11,468"
"New Brunswick city, New Jersey","","",""
"    Estimate","17,638","15,888","1,750"
"North Plainfield borough, New Jersey","","",""
"    Estimate","7,538","7,251","287"
"Old Bridge CDP, New Jersey","","",""
"    Estimate","9,479","9,416","63"
"Palisades Park borough, New Jersey","","",""
"    Estimate","7,320","6,903","417"
"Paramus borough, New Jersey","","",""
"    Estimate","8,576","8,023","553"
"Passaic city, New Jersey","","",""
"    Estimate","20,622","19,956","666"
"Paterson city, New Jersey","","",""
"    Estimate","46,797","43,172","3,625"
"Perth Amboy city, New Jersey","","",""
"    Estimate","17,047","16,558","489"
"Plainfield city, New Jersey","","",""
"    Estimate","19,418","18,142","1,276"
"Point Pleasant borough, New Jersey","","",""
"    Estimate","9,367","8,818","549"
"Princeton, New Jersey","","",""
"    Estimate","10,060","9,136","924"
"Rahway city, New Jersey","","",""
"    Estimate","13,578","13,059","519"
"Ridgewood village, New Jersey","","",""
"    Estimate","7,868","7,555","313"
"Roselle borough, New Jersey","","",""
"    Estimate","8,166","7,892","274"
"Rutherford borough, New Jersey","","",""
"    Estimate","7,424","7,263","161"
"Sayreville borough, New Jersey","","",""
"    Estimate","15,932","15,390","542"
"Secaucus town, New Jersey","","",""
"    Estimate","8,037","7,479","558"
"Somerset CDP, New Jersey","","",""
"    Estimate","10,619","10,555","64"
"South Plainfield borough, New Jersey","","",""
"    Estimate","8,456","8,425","31"
"Summit city, New Jersey","","",""
"    Estimate","7,516","7,182","334"
"Toms River CDP, New Jersey","","",""
"    Estimate","38,472","34,678","3,794"
"Trenton city, New Jersey","","",""
"    Estimate","35,409","28,246","7,163"
"Union City city, New Jersey","","",""
"    Estimate","27,170","25,581","1,589"
"Vineland city, New Jersey","","",""
"    Estimate","23,718","22,193","1,525"
"Westfield town, New Jersey","","",""
"    Estimate","11,151","10,380","771"
"West New York town, New Jersey","","",""
"    Estimate","21,134","19,146","1,988"
"Woodbridge CDP, New Jersey","","",""
"    Estimate","7,185","6,800","385"
"Alamogordo city, New Mexico","","",""
"    Estimate","15,582","13,806","1,776"
"Albuquerque city, New Mexico","","",""
"    Estimate","247,716","227,179","20,537"
"Carlsbad city, New Mexico","","",""
"    Estimate","12,540","10,587","1,953"
"Clovis city, New Mexico","","",""
"    Estimate","16,991","15,266","1,725"
"Farmington city, New Mexico","","",""
"    Estimate","18,247","15,647","2,600"
"Gallup city, New Mexico","","",""
"    Estimate","8,025","7,148","877"
"Hobbs city, New Mexico","","",""
"    Estimate","13,143","12,756","387"
"Las Cruces city, New Mexico","","",""
"    Estimate","45,249","40,185","5,064"
"Rio Rancho city, New Mexico","","",""
"    Estimate","37,285","35,765","1,520"
"Roswell city, New Mexico","","",""
"    Estimate","20,469","18,339","2,130"
"Santa Fe city, New Mexico","","",""
"    Estimate","41,881","35,112","6,769"
"South Valley CDP, New Mexico","","",""
"    Estimate","17,034","15,023","2,011"
"Albany city, New York","","",""
"    Estimate","50,381","42,408","7,973"
"Auburn city, New York","","",""
"    Estimate","11,987","10,744","1,243"
"Baldwin CDP, New York","","",""
"    Estimate","8,919","8,700","219"
"Bay Shore CDP, New York","","",""
"    Estimate","9,080","8,474","606"
"Binghamton city, New York","","",""
"    Estimate","23,541","19,643","3,898"
"Brentwood CDP, New York","","",""
"    Estimate","13,998","13,737","261"
"Brighton CDP, New York","","",""
"    Estimate","16,423","15,743","680"
"Buffalo city, New York","","",""
"    Estimate","126,735","109,163","17,572"
"Centereach CDP, New York","","",""
"    Estimate","10,312","9,728","584"
"Central Islip CDP, New York","","",""
"    Estimate","11,399","10,631","768"
"Cheektowaga CDP, New York","","",""
"    Estimate","36,982","35,691","1,291"
"Cohoes city, New York","","",""
"    Estimate","9,086","8,284","802"
"Commack CDP, New York","","",""
"    Estimate","13,836","13,342","494"
"Copiague CDP, New York","","",""
"    Estimate","7,555","6,870","685"
"Coram CDP, New York","","",""
"    Estimate","15,530","14,821","709"
"Cortland city, New York","","",""
"    Estimate","8,674","7,869","805"
"Deer Park CDP, New York","","",""
"    Estimate","8,983","8,265","718"
"Dix Hills CDP, New York","","",""
"    Estimate","7,676","7,531","145"
"Eastchester CDP, New York","","",""
"    Estimate","8,712","8,386","326"
"East Meadow CDP, New York","","",""
"    Estimate","13,108","12,946","162"
"East Northport CDP, New York","","",""
"    Estimate","7,745","7,599","146"
"Elmira city, New York","","",""
"    Estimate","12,197","9,500","2,697"
"Elmont CDP, New York","","",""
